:START_ID,:END_ID,:TYPE,ratio,rule_type,description
Sasta_Shrine,Dandin,HASDOORKEEPER,,HIERARCHY,Dandin is a doorkeeper for the shrine of Sasta.
Sasta_Shrine,langalin,HASDOORKEEPER,,HIERARCHY,Langalin is a doorkeeper for the shrine of Sasta.
Dandin,spear,ISARMEDWITH,,ICONOGRAPHY,The doorkeeper Dandin is armed with a spear.
langalin,spear,ISARMEDWITH,,ICONOGRAPHY,The doorkeeper Langalin is armed with a spear.
śāstā,HauntsOfLowerCastes,CANBEINSTALLEDIN,,SPATIAL,Sasta is suitable for installation in the haunts of lower castes.
śāstā,HouseOfCourtesans,CANBEINSTALLEDIN,,SPATIAL,Sasta is suitable for installation in the house of courtesans.
śāstā,Fort,CANBEINSTALLEDIN,,SPATIAL,Sasta is suitable for installation in forts.
śāstā,nigama,CANBEINSTALLEDIN,,SPATIAL,Sasta is suitable for installation in a nigama type of settlement.
śāstā,kharvata_2,CANBEINSTALLEDIN,,SPATIAL,Sasta is suitable for installation in a kharvata type of settlement.
śāstā,kheta,CANBEINSTALLEDIN,,SPATIAL,Sasta is suitable for installation in a kheta type of settlement.
śāstā,Village,CANBEINSTALLEDIN,,SPATIAL,"Sasta can be installed in villages, either in the center, outside, or to the right of the gates."
śāstā,Town,CANBEINSTALLEDIN,,SPATIAL,"When considered as the Essence of music, Sasta may be installed in a town."
śāstā,Port,CANBEINSTALLEDIN,,SPATIAL,"When considered as the Essence of music, Sasta may be installed in a port."
brahmi,matra_2,IS_A,,HIERARCHY,Brahmi is one of the seven Matrkas (Mothers).
mahesvari,matra_2,IS_A,,HIERARCHY,Mahesvari is one of the seven Matrkas (Mothers).
kaumari,matra_2,IS_A,,HIERARCHY,Kaumari is one of the seven Matrkas (Mothers).
vaisnavi,matra_2,IS_A,,HIERARCHY,Vaisnavi is one of the seven Matrkas (Mothers).
varahi,matra_2,IS_A,,HIERARCHY,Varahi is one of the seven Matrkas (Mothers).
indrani,matra_2,IS_A,,HIERARCHY,Indrani is one of the seven Matrkas (Mothers).
kali,matra_2,IS_A,,HIERARCHY,Kali is one of the seven Matrkas (Mothers).
virabhadra,Matrkas_Right,LOCATED_AT,,SPATIAL,Virabhadra is positioned to the right of the group of Matrkas.
Vinayaka,Matrkas_Left,LOCATED_AT,,SPATIAL,Vinayaka is positioned to the left of the group of Matrkas.
virabhadra,bull,HASMOUNT,,ICONOGRAPHY,Virabhadra is depicted mounted on a bull.
virabhadra,trident,HOLDSITEM,,ICONOGRAPHY,Virabhadra holds a trident in one of his upper hands.
virabhadra,mace,HOLDSITEM,,ICONOGRAPHY,Virabhadra holds a mace in one of his upper hands.
virabhadra,abhaya_mudra,HASGESTURE,,ICONOGRAPHY,One of Virabhadra's lower hands makes the abhaya mudra (gesture of absence of fear).
virabhadra,varada_mudra,HASGESTURE,,ICONOGRAPHY,One of Virabhadra's lower hands makes the varada mudra (bestowing gesture).
virabhadra,Four_Arms,HASATTRIBUTE,,ICONOGRAPHY,Virabhadra is depicted with four arms.
virabhadra,Three_Eyes,HASATTRIBUTE,,ICONOGRAPHY,Virabhadra is depicted with three eyes.
virabhadra,crescent_moon,ISADORNEDWITH,,ICONOGRAPHY,Virabhadra's coiled hair is adorned with the crescent moon.
virabhadra,all_jewels,ISADORNEDWITH,,ICONOGRAPHY,Virabhadra is provided with all types of jewels.
virabhadra,White,HASCOLOR,,ICONOGRAPHY,The iconography of Virabhadra specifies his color as white.
virabhadra,bull,HASEMBLEM,,ICONOGRAPHY,Virabhadra has the bull as his emblem.
virabhadra,lotiform_seat,ISSEATEDON,,ICONOGRAPHY,Virabhadra is depicted seated on a lotiform seat.
virabhadra,banyan_tree,ISLOCATEDNEAR,,SPATIAL,Virabhadra is positioned with his back resting against a banyan tree.
virabhadra,Matrkas,ISLEADEROF,,HIERARCHY,Virabhadra is described as being at the head of the Matrkas (Mothers).
virabhadra,sankara,SYNONYM_OF,,DEFINITION,Virabhadra is identified with the name Sankara.
virabhadra,sambhu_2,SYNONYM_OF,,DEFINITION,Virabhadra is identified with the name Sambhu.
brahmi,Four_Arms,HASATTRIBUTE,,ICONOGRAPHY,Brahmi is depicted with four arms.
brahmi,Pure_Gold,HASCOLOR,,ICONOGRAPHY,Brahmi's color is that of pure gold.
brahmi,varada_mudra,HASGESTURE,,ICONOGRAPHY,One of Brahmi's hands makes the bestowing gesture (varada mudra).
brahmi,abhaya_mudra,HASGESTURE,,ICONOGRAPHY,One of Brahmi's hands makes the gesture of absence of fear (abhaya mudra).
brahmi,trident,HOLDSITEM,,ICONOGRAPHY,One of Brahmi's hands holds a trident.
brahmi,aksa_rosary,HOLDSITEM,,ICONOGRAPHY,One of Brahmi's hands holds an aksa rosary.
brahmi,red_lotus,ISSEATEDON,,ICONOGRAPHY,Brahmi is depicted as seated on a red lotus.
brahmi,goose,HASMOUNT,,ICONOGRAPHY,Brahmi has the goose as her mount.
brahmi,goose,HASEMBLEM,,ICONOGRAPHY,Brahmi has the goose as her emblem.
brahmi,brahma_zone,HASFORMOF,,DEFINITION,Brahmi is to be depicted in the image of Brahma.
mahesvari,Three_Eyes,HASATTRIBUTE,,ICONOGRAPHY,Mahesvari is depicted with three eyes.
mahesvari,Red,HASCOLOR,,ICONOGRAPHY,Mahesvari's color is red.
mahesvari,trident,HOLDSITEM,,ICONOGRAPHY,Mahesvari holds a trident.
mahesvari,bull,HASEMBLEM,,ICONOGRAPHY,Mahesvari has the bull as her emblem.
mahesvari,bull,HASMOUNT,,ICONOGRAPHY,Mahesvari is mounted on the bull.
mahesvari,varada_mudra,HASGESTURE,,ICONOGRAPHY,Mahesvari makes the bestowing gesture (varada mudra).
mahesvari,abhaya_mudra,HASGESTURE,,ICONOGRAPHY,Mahesvari makes the gesture of absence of fear (abhaya mudra).
mahesvari,aksa_rosary,HOLDSITEM,,ICONOGRAPHY,Mahesvari holds an aksa rosary.
mahesvari,sambhu_2,HASADORNMENTSTYLEOF,,ICONOGRAPHY,Mahesvari is adorned after the fashion of Sambhu (Siva).
mahesvari,candana_tree,ISLOCATEDNEAR,,SPATIAL,Mahesvari is represented beside a candana (sandalwood) tree.
kaumari,spear,HOLDSITEM,,ICONOGRAPHY,Kaumari holds a spear.
kaumari,cock,HOLDSITEM,,ICONOGRAPHY,Kaumari holds a cock.
kaumari,Red,HASCOLOR,,ICONOGRAPHY,Kaumari's color is red.
kaumari,Kunkuma,HASCOLOR,,ICONOGRAPHY,Kaumari's color is also described as that of kunkuma (vermillion).
kaumari,varada_mudra,HASGESTURE,,ICONOGRAPHY,Kaumari makes the bestowing gesture (varada mudra).
kaumari,abhaya_mudra,HASGESTURE,,ICONOGRAPHY,Kaumari makes the gesture of absence of fear (abhaya mudra).
kaumari,peacock,HASEMBLEM,,ICONOGRAPHY,Kaumari has the peacock as her emblem.
kaumari,peacock,HASMOUNT,,ICONOGRAPHY,Kaumari has the peacock as her mount.
kaumari,udumbara_tree,ISLOCATEDNEAR,,SPATIAL,Kaumari is represented with her back to an udumbara tree.
vaisnavi,conch,HOLDSITEM,,ICONOGRAPHY,Vaisnavi holds a conch.
vaisnavi,discus,HOLDSITEM,,ICONOGRAPHY,Vaisnavi holds a discus.
vaisnavi,varada_mudra,HASGESTURE,,ICONOGRAPHY,Vaisnavi makes the bestowing gesture (varada mudra).
vaisnavi,abhaya_mudra,HASGESTURE,,ICONOGRAPHY,Vaisnavi makes the gesture of absence of fear (abhaya mudra).
vaisnavi,Black,HASCOLOR,,ICONOGRAPHY,Vaisnavi's color is black.
vaisnavi,Yellow_Garment,WEARSCLOTHING,,ICONOGRAPHY,Vaisnavi's garments are yellow.
vaisnavi,peepul_tree,HASASSOCIATEDPLANT,,ICONOGRAPHY,The peepul is the tree associated with Vaisnavi.
vaisnavi,garuda,HASEMBLEM,,ICONOGRAPHY,Garuda is the emblem of Vaisnavi.
vaisnavi,garuda,HASMOUNT,,ICONOGRAPHY,Garuda is the mount of Vaisnavi.
vaisnavi,visnu_2,HASADORNMENTSTYLEOF,,ICONOGRAPHY,Vaisnavi is adorned with Visnu's ornaments.
varahi,varada_mudra,HAS_ACTION,,ICONOGRAPHY,The goddess Varahi is depicted making the gesture of bestowing boons (varada mudra).
varahi,abhaya_mudra,HAS_ACTION,,ICONOGRAPHY,The goddess Varahi is depicted making the gesture of fearlessness (abhaya mudra).
varahi,gada,HOLDS_IN_HAND,,ICONOGRAPHY,The goddess Varahi holds a mace (gada) as one of her attributes.
varahi,hala,HOLDS_IN_HAND,,ICONOGRAPHY,The goddess Varahi holds a plough (hala) as one of her attributes.
varahi,carma,HAS_APPAREL,,ICONOGRAPHY,The goddess Varahi is described as being dressed in leather (carma).
varahi,sankha_varna,HAS_COLOR,,ICONOGRAPHY,"As an alternative description, the goddess Varahi's color is as white as a conch (sankha)."
varahi,damstra,HAS_FEATURE,,ICONOGRAPHY,The goddess Varahi is characterized by having fangs (damstra).
varahi,mahakaya,HAS_FEATURE,,ICONOGRAPHY,The goddess Varahi is described as having a large or great body (mahakaya).
varahi,ujjvala_kirita,HAS_ORNAMENT,,ICONOGRAPHY,The goddess Varahi wears a crown (kirita) that sparkles.
varahi,krsna,HAS_APPAREL_COLOR,,ICONOGRAPHY,The goddess Varahi is specified to be dressed in black (krsna).
varahi,sarvabharana,HAS_ORNAMENT,,ICONOGRAPHY,The goddess Varahi is adorned with all types of ornaments (sarvabharana).
varahi,karanja_1,HAS_ASSOCIATED_TREE,,ICONOGRAPHY,The tree associated with the goddess Varahi is the Karanja tree.
varahi,mahisa,HAS_MOUNT,,ICONOGRAPHY,The mount (vahana) of the goddess Varahi is the buffalo (mahisa).
varahi,mahisa,HAS_EMBLEM,,ICONOGRAPHY,The emblem of the goddess Varahi is the buffalo (mahisa).
indrani,kirita,HAS_ORNAMENT,,ICONOGRAPHY,The goddess Indrani wears a tiara (kirita).
indrani,sarva_ratna,HAS_ORNAMENT,,ICONOGRAPHY,The goddess Indrani is adorned with all types of jewels (sarva ratna).
indrani,varada_mudra,HAS_ACTION,,ICONOGRAPHY,The goddess Indrani is depicted making the gesture of bestowing boons (varada mudra).
indrani,abhaya_mudra,HAS_ACTION,,ICONOGRAPHY,The goddess Indrani is depicted making the gesture of fearlessness (abhaya mudra).
indrani,pasa_2,HOLDS_IN_HAND,,ICONOGRAPHY,The goddess Indrani holds a noose (pasa) as one of her attributes.
indrani,Padma,HOLDS_IN_HAND,,ICONOGRAPHY,The goddess Indrani holds a lotus (padma) as one of her attributes.
indrani,candra_varna,HAS_COLOR,,ICONOGRAPHY,The color of the goddess Indrani is described as being like that of the moon (candra varna).
indrani,kalpadruma,HAS_ASSOCIATED_TREE,,ICONOGRAPHY,The tree associated with the goddess Indrani is the Kalpadruma.
Camundi,dvi_bhuja_Camundi,HAS_CONFIGURATION,,ICONOGRAPHY,"Camundi can be represented in a two-armed form, holding a skull and a trident and making the varada and abhaya mudras."
Camundi,asta_bhuja_Camundi,HAS_CONFIGURATION,,ICONOGRAPHY,"Camundi can be represented in an eight-armed form, holding a trident, skull, mace, bow, sword, shield, noose, and arrow."
Camundi,dasa_bhuja_Camundi,HAS_CONFIGURATION,,ICONOGRAPHY,"Camundi can be represented in a ten-armed form, which adds a damaru and trident to her eight-armed attributes."
Camundi,rakta_netra,HAS_FEATURE,,ICONOGRAPHY,The goddess Camundi is described as having red eyes (rakta netra).
Camundi,naga_kucabandha,HAS_APPAREL,,ICONOGRAPHY,The goddess Camundi wears a cobra (naga) in place of a breast band (kucabandha).
Camundi,munda_mala_yajnopavita,HAS_APPAREL,,ICONOGRAPHY,The goddess Camundi wears a garland of heads (munda mala) as a sacrificial thread (yajnopavita).
Camundi,sava,HAS_MOUNT,,ICONOGRAPHY,The mount (vahana) of the goddess Camundi is a corpse (sava).
Camundi,asthi_sesa,HAS_FEATURE,,ICONOGRAPHY,The goddess Camundi is depicted with a skeletal form (asthi sesa) and a thin stomach.
Camundi,vyaghra_carma,HAS_APPAREL,,ICONOGRAPHY,The goddess Camundi is clothed in a tiger skin (vyaghra carma).
Camundi,urddhva_kesa_sarpa,HAS_FEATURE,,ICONOGRAPHY,The goddess Camundi has a hair arrangement composed of bristling snakes.
Camundi,kama_da,HAS_FUNCTION,,RITUAL,The goddess Camundi is described as one who grants wishes (kama da).
kali,krsa_anga,HAS_FEATURE,,ICONOGRAPHY,The goddess Kali is depicted with emaciated limbs (krsa anga).
kali,krsna,HAS_COLOR,,ICONOGRAPHY,The goddess Kali is described as being black (krsna) in color.
kali,vata_vrksa_prstha,HAS_SPATIAL_CONTEXT,,ICONOGRAPHY,The goddess Kali is positioned with her back to a banyan tree (vata vrksa).
kali,bhisana_damstra,HAS_FEATURE,,ICONOGRAPHY,The face of the goddess Kali is marked by terrifying fangs (bhisana damstra).
Camundi,grdhra,HAS_EMBLEM,,ICONOGRAPHY,The emblem of the goddess Camundi is a vulture (grdhra).
Vinayaka,purva_ukta_rupa,HAS_FORM,,DEFINITION,Vinayaka should be represented with the appearance that has been previously indicated in the text.
matra_2,grama_dura,IS_INSTALLED_AT,,PLACEMENT,The Mothers (Matrkas) are to be installed at a great distance from a village.
matra_2,uttara_isana,IS_INSTALLED_IN_DIRECTION,,PLACEMENT,The Mothers (Matrkas) should be installed to the north or north-east of a village.
matra_2,sula_3,IS_INSTALLED_AS,,RITUAL,The Mothers (Matrkas) are to be installed in the symbolic form of tridents (sula).
matra_2,purva_mukha_uttara_mukha,HAS_ORIENTATION,,PLACEMENT,The installed Mothers (Matrkas) must face either east (purva) or north (uttara).
matra_2,mukhya_dvara,IS_INSTALLED_NEAR,,PLACEMENT,The installation of the Mothers (Matrkas) should be near the main door of the place.
Matrka_Sthapana_pradaksina,sarva_vrddhi,YIELDS_BENEFIT,,RITUAL,"Installing the Mothers starting from the right (pradaksina) brings an increase in serenity, prosperity, success, health, pleasure, power, and longevity."
Matrka_Sthapana_aprasavya,satru_unmada,YIELDS_DETRIMENT,,RITUAL,Installing the Mothers starting from the left (aprasavya) will bring about the insanity of the enemy.
Matrka_Sthapana,Brahmani_madhya,IF_CONFIGURED_WITH,,RITUAL,An installation of the Mothers with Brahmani placed in the center brings the satisfaction of all desires and mystifies people.
Matrka_Sthapana,Camundi_madhya,IF_CONFIGURED_WITH,,RITUAL,An installation of the Mothers with Camundi placed in the center is performed to obtain children.
Matrka_in_padmasana,atma_vasya,YIELDS_BENEFIT,,RITUAL,Representing the Mothers in padmasana posture is for achieving mastery of the self.
Matrka_in_virasana,santi,YIELDS_BENEFIT,,RITUAL,Representing the Mothers in virasana posture is for achieving serenity.
Matrka_in_sukhasana,sarva_kama_siddhi,YIELDS_BENEFIT,,RITUAL,Representing the Mothers in sukhasana posture brings the satisfaction of all desires.
Camundi,"8, 10, 12, 16",CAN_HAVE_ARM_COUNT,,CONSTRUCTION,"The goddess Camundi may be represented with eight, ten, twelve, or sixteen arms."
Camundi,daru,CAN_BE_MADE_OF,,CONSTRUCTION,Images of Camundi can be constructed from wood (daru).
Camundi,mrt,CAN_BE_MADE_OF,,CONSTRUCTION,Images of Camundi can be constructed from earth or clay (mrt).
Camundi,sudha,CAN_BE_MADE_OF,,CONSTRUCTION,Images of Camundi can be constructed from stucco (sudha).
Devi,AṣṭabhujaDevi,HAS_FORM,,DEFINITION,"A form of the Goddess can be depicted with eight arms (Aṣṭabhuja), dancing in a manner similar to Siva."
Devi,siva_7,LOCATED_BESIDE,,SPATIAL,The Goddess may be represented beside Siva during his twilight dance (sandhyānṛtya).
ṢaḍbhujaMūrti,Lokaśānti,HAS_EFFECT,,DEFINITION,An image with six arms (ṣaḍbhuja) is prescribed to bring perfect serenity (śānti) to the world.
CaturbhujaMūrti,Lokaśānti,HAS_EFFECT,,DEFINITION,An image with four arms (caturbhuja) is prescribed to bring perfect serenity (śānti) to the world.
dvarapala,vamana_2,IS_A,,HIERARCHY,The door guardians (Dvārapāla) are described as being dwarves (Vāmana).
dvarapala,DvāraBāhya,LOCATED_AT,,SPATIAL,Door guardians (Dvārapāla) are to be placed outside the door.
dvarapala,trisula_2,HAS_WEAPON,,DEFINITION,Door guardians are armed with a trident (Triśūla) and other weapons.
dvarapala,RaudraRūpa,HAS_ATTRIBUTE,,DEFINITION,Door guardians are described as having a fearsome (raudra) appearance.
dvarapala,VāmanaGaṇa,ACCOMPANIED_BY,,SPATIAL,Door guardians are accompanied by a band of dwarves (Vāmana Gaṇa).
dvarapala,piśāca,SURROUNDED_BY,,SPATIAL,Door guardians are surrounded by Pisaca (demonic beings).
yogini,MaṇḍapaAntara,LOCATED_AT,,SPATIAL,Two Yogini are to be installed inside the pavilion (Maṇḍapa) in front of the shrine.
yogini,RaktaVarṇa,HAS_ATTRIBUTE,,DEFINITION,One of the two Yogini is described as having a red (rakta) complexion.
yogini,ŚyāmaVarṇa,HAS_ATTRIBUTE,,DEFINITION,One of the two Yogini is described as having a dark (śyāma) complexion.
yogini,kapala,HOLDS_IN_HAND,,DEFINITION,Yogini are depicted holding a skull (Kapāla) in their hands.
yogini,Vyāla,HAS_MOUNT,,DEFINITION,Yogini have Vyala (mythical beasts) as their mounts (vāhana).
yogini,DhammillaKeśa,HAS_HAIRSTYLE,,DEFINITION,Yogini are described with the Dhammilla hair arrangement.
yogini,Trinetra,HAS_ATTRIBUTE,,DEFINITION,Yogini are depicted with three eyes (Trinetra).
MātṛkāPūjā,Mantraśāstra,HAS_RITUAL_SOURCE,,DEFINITION,The worship of the Mothers (Mātṛkā) must follow rituals prescribed in the Mantrasastra.
MātṛkāPūjā,yamalatantra,HAS_RITUAL_SOURCE,,DEFINITION,The worship of the Mothers (Mātṛkā) must follow rituals prescribed in the Yamala-tantra.
laksmi,Padma,HAS_SEAT,,DEFINITION,Laksmi is described as being seated on a lotus (Padma).
laksmi,DvibhujaLakṣmī,HAS_FORM,,DEFINITION,A primary form of Laksmi is described with two arms (dvibhuja).
laksmi,SuvarṇaVarṇa,HAS_ATTRIBUTE,,DEFINITION,Laksmi is described as having a golden (suvarṇa) complexion.
laksmi,Makarakuṇḍala,HAS_ORNAMENT,,DEFINITION,Laksmi wears an ear-pendant in the form of a Makara in one ear.
laksmi,sankhakundala,HAS_ORNAMENT,,DEFINITION,Laksmi wears an ear-pendant in the form of a conch (Śaṅkha) in the other ear.
DvibhujaLakṣmī,Padma,HOLDS_IN_RIGHT_HAND,,DEFINITION,The two-armed form of Laksmi holds a lotus (Padma) in her right hand.
DvibhujaLakṣmī,Śrīphala,HOLDS_IN_LEFT_HAND,,DEFINITION,The two-armed form of Laksmi holds a sriphala (bilva fruit) in her left hand.
laksmi,padminasana_2,HAS_POSTURE,,DEFINITION,Laksmi is depicted sitting in the lotus posture (Padmāsana).
Cāmaradhāriṇī,laksmi,LOCATED_BESIDE,,SPATIAL,Female fan bearers (Cāmaradhāriṇī) are to be represented at the sides of Laksmi.
gaja,laksmi,LOCATED_BESIDE,,SPATIAL,"Two elephants (Gaja) are depicted beside Laksmi, sprinkling her with water from vases."
laksmi,GajaLakṣmī,HAS_FORM,,HIERARCHY,The form of Laksmi being sprinkled by two elephants is known as GajaLaksmi.
CaturbhujaLakṣmī,Gṛhapūjā,USED_FOR,,DEFINITION,"For domestic worship (Gṛhapūjā), Laksmi should be represented with four arms (Caturbhuja)."
laksmi,Sarvakāmapradā,HAS_FUNCTION,,DEFINITION,Laksmi is described as the one who fulfils all desires (Sarvakāmapradā).
yaksini,laksmi,HAS_CHARACTERISTIC_SIMILAR_TO,,DEFINITION,Yaksini (Hemamala) is described as having iconographic characteristics similar to those of Laksmi.
yaksini,gaja,HAS_NEGATIVE_ATTRIBUTE,,DEFINITION,"Unlike the GajaLaksmi form, the Yaksini is depicted without accompanying elephants."
yaksini,siddha_2,WORSHIPPED_BY,,DEFINITION,Yaksini is worshipped by celestial beings known as Siddhas.
yaksini,Apsaras,WORSHIPPED_BY,,DEFINITION,Yaksini is worshipped by celestial beings known as Apsaras.
yaksini,grama,LOCATED_AT,,SPATIAL,Yaksini images should be installed inside and outside villages and other similar places.
Katyayani,sthanaka,HAS_POSTURE,,DEFINITION,Katyayani is depicted in a standing posture (sthanaka) on a buffalo's head.
Katyayani,mahisasuramardini,HAS_ACTION,,DEFINITION,"Katyayani is depicted in the act of chopping off the buffalo's head, a form known as Mahisasuramardini."
Katyayani,mahisasira,IS_LOCATED_ON,,SPATIAL,Katyayani stands upon the head of a buffalo (mahisasira).
Katyayani,kirita,HAS_ORNAMENT,,DEFINITION,Katyayani is described as wearing a tiara (kirita).
Katyayani,dasha_bhuja,HAS_PROPERTY,,DEFINITION,Katyayani is specified to have ten arms (dasha bhuja).
Katyayani,sthula,HOLDS_IN_RIGHT_HAND,,DEFINITION,"In one of her right hands, Katyayani holds a spear (shula)."
Katyayani,shara,HOLDS_IN_RIGHT_HAND,,DEFINITION,"In one of her right hands, Katyayani holds an arrow (shara)."
Katyayani,gada,HOLDS_IN_RIGHT_HAND,,DEFINITION,"In one of her right hands, Katyayani holds a mace (gada)."
Katyayani,trisula_2,HOLDS_IN_RIGHT_HAND,,DEFINITION,"In one of her right hands, Katyayani holds a trident (trishula)."
Katyayani,khadga,HOLDS_IN_RIGHT_HAND,,DEFINITION,"In one of her right hands, Katyayani holds a sword (khadga)."
Katyayani,charma,HOLDS_IN_LEFT_HAND,,DEFINITION,"In one of her left hands, Katyayani holds a skin (charma), likely from the buffalo."
Katyayani,khetaka,HOLDS_IN_LEFT_HAND,,DEFINITION,"In one of her left hands, Katyayani holds a shield (khetaka)."
Katyayani,dhanus,HOLDS_IN_LEFT_HAND,,DEFINITION,"In one of her left hands, Katyayani holds a bow (dhanus)."
Katyayani,ankusa,HOLDS_IN_LEFT_HAND,,DEFINITION,"In one of her left hands, Katyayani holds an elephant hook (ankusha)."
Katyayani,nagapasa,HOLDS_IN_LEFT_HAND,,DEFINITION,"In one of her left hands, Katyayani holds a noose in the form of a snake (nagapasha)."
Katyayani,shyama,HAS_COLOR,,DEFINITION,Katyayani is described as having a dark (shyama) complexion.
Katyayani,naga_kuchabandha,HAS_ORNAMENT,,DEFINITION,Katyayani uses serpents as a breast band (naga kuchabandha).
Katyayani,simha_2,HAS_VAHANA,,DEFINITION,Katyayani's vehicle or mount (vahana) is a lion (simha).
Katyayani,simhadhvaja,HAS_EMBLEM,,DEFINITION,Katyayani has a lion as her emblem (simhadhvaja).
Katyayani,simhacharma,HAS_APPAREL,,DEFINITION,Katyayani is dressed in a lion skin (simhacharma).
Katyayani,trinetra,HAS_VARIANT_PROPERTY,,DEFINITION,Katyayani may optionally be depicted with three eyes (trinetra).
Devi_Chaturbhuja,chaturbhuja,HAS_PROPERTY,,DEFINITION,A variant form of the Goddess is described with four arms (chaturbhuja).
Devi_Chaturbhuja,padmapitha,IS_LOCATED_ON,,SPATIAL,The four-armed Goddess stands on a lotiform pedestal (padmapitha).
Devi_Chaturbhuja,varada_mudra,HAS_GESTURE,,DEFINITION,The four-armed Goddess displays the gesture of bestowing boons (varada mudra) with an anterior hand.
Devi_Chaturbhuja,abhaya_mudra,HAS_GESTURE,,DEFINITION,The four-armed Goddess displays the gesture of fearlessness (abhaya mudra) with an anterior hand.
Devi_Chaturbhuja,sankha,HOLDS_IN_HAND,,DEFINITION,The four-armed Goddess holds a conch (shankha) in a posterior hand.
Devi_Chaturbhuja,cakra_3,HOLDS_IN_HAND,,DEFINITION,The four-armed Goddess holds a discus (chakra) in a posterior hand.
Devi_Ashtabhuja,ashtabhuja,HAS_PROPERTY,,DEFINITION,A variant form of the Goddess is described with eight arms (ashtabhuja).
Devi_Ashtabhuja,shuka,HOLDS_IN_HAND,,DEFINITION,"The eight-armed form of the Goddess holds a parrot (shuka), replacing the shield and spear from the ten-armed form's list."
Katyayani,durga_deity,IS_A,,HIERARCHY,The text identifies the previously described goddess (Katyayani) as a form of Durga.
durga_deity,durga_deity,IS_LOCATED_AT,,SPATIAL,Durga is suitable for installation in a fortified place (durga).
durga_deity,grama,IS_LOCATED_AT,,SPATIAL,Durga is suitable for installation in a settlement such as a village (grama).
sarasvati,jatāmakuta,HAS_PROPERTY,,DEFINITION,Sarasvati's hair is styled in a braided tiara (jatāmakuta).
sarasvati,chaturbhuja,HAS_PROPERTY,,DEFINITION,Sarasvati is described as having four arms (chaturbhuja).
sarasvati,shveta_padma,IS_LOCATED_ON,,SPATIAL,Sarasvati is seated on a white lotus (shveta padma).
sarasvati,yajnopavita,HAS_ORNAMENT,,DEFINITION,Sarasvati wears a sacrificial thread (yajnopavita).
sarasvati,vyakhyana_mudra,HAS_GESTURE,,DEFINITION,Sarasvati's anterior right hand makes the gesture of teaching (vyakhyana mudra).
sarasvati,akṣamālā,HOLDS_IN_RIGHT_HAND,,DEFINITION,Sarasvati's posterior right hand holds an aksha rosary (akshamala).
sarasvati,ankusa,HOLDS_IN_LEFT_HAND,,DEFINITION,One of Sarasvati's left hands holds a hook (ankusha).
sarasvati,kundika,HOLDS_IN_LEFT_HAND,,DEFINITION,One of Sarasvati's left hands holds a pitcher (kundika).
sarasvati,trinetra,HAS_PROPERTY,,DEFINITION,Sarasvati is described as having three eyes (trinetra).
sarasvati,vastumadhya,IS_LOCATED_AT,,SPATIAL,Sarasvati should be installed in the centre of the site (vastumadhya) of a settlement.
sarasvati,dik,IS_LOCATED_AT,,SPATIAL,"As an alternative to the center, Sarasvati can be installed at one of the four cardinal points (dik) of a settlement."
jyestha,lamboshtha,HAS_FEATURE,,DEFINITION,Jyestha is characterized by having pendulous lips (lamboshtha).
jyestha,Mahalakshmi,IS_RELATED_TO,,DEFINITION,Jyestha is identified as the elder sister of Mahalakshmi.
jyestha,raktotpala,HOLDS_IN_HAND,,DEFINITION,Jyestha holds red lotuses (raktotpala) in her hands.
jyestha,kali,HAS_SPOUSE,,DEFINITION,The text states that the spouse of Kali is Jyestha.
jyestha,pralambapada,HAS_POSTURE,,DEFINITION,Jyestha is seated on a throne with her legs hanging (pralambapada).
jyestha,raktavastra,HAS_APPAREL,,DEFINITION,Jyestha is dressed in red garments (raktavastra).
jyestha,shyama,HAS_COLOR,,DEFINITION,Jyestha is described as being dark (shyama) in colour.
jyestha,kakadhvaja,HAS_EMBLEM,,DEFINITION,Jyestha has a crow for her emblem (kakadhvaja).
Jyesthaputra,jyestha,IS_RELATED_TO,,DEFINITION,"Jyestha has a son, referred to as Jyesthaputra."
Jyesthaputra,vrishavaktra,HAS_FEATURE,,DEFINITION,Jyestha's son is described as having a bull's face (vrishavaktra).
Jyesthaputra,Jyestha_dakshina,IS_LOCATED_AT,,SPATIAL,The son of Jyestha should be installed to her south (dakshina).
Jyesthaputri,jyestha,IS_RELATED_TO,,DEFINITION,"Jyestha has a daughter, referred to as Jyesthaputri."
Jyesthaputri,Jyestha_uttara,IS_LOCATED_AT,,SPATIAL,The daughter of Jyestha should be installed to her north (uttara).
Jyestha_alaya_dvara,kanya,IS_LOCATION_FOR,,SPATIAL,"At each door (dvara) of a temple dedicated to Jyestha (Jyestha alaya), there must be a young girl (kanya)."
Bhumi,shyamala,HAS_COLOR,,DEFINITION,Bhumi's color is described as dark like an ear of wheat (shyamala).
Bhumi,padmavishalakshi,HAS_FEATURE,,DEFINITION,Bhumi has large eyes comparable to lotuses (padmavishalakshi).
Bhumi,puspa,HOLDS_IN_HAND,,DEFINITION,Bhumi is depicted holding a flower (pushpa) in her hand.
Bhumi,pitavastra,HAS_APPAREL,,DEFINITION,Bhumi is dressed in yellow garments (pitavastra).
Bhumi,pīṭha_6,IS_LOCATED_ON,,SPATIAL,Bhumi is depicted as seated on a throne (pitha).
Parvati,shyama,HAS_COLOR,,DEFINITION,Parvati is described as being dark (shyama) in colour.
Parvati,dvibhuja,HAS_PROPERTY,,DEFINITION,Parvati is specified to have two arms (dvibhuja).
